"sp_1";"site_1";"sp_2";"site_2";"interaction_type";"apparent_interaction_value"
"Cynodon dactylon21";"Princes Park";"Ulmus procera";"Princes Park";"Herbivory";269,5
"Cynodon dactylon21";"Princes Park";"Ulmus procera";"University Square";"Herbivory";33,5235968748832
"Cynodon dactylon21";"Princes Park";"Viburnum sp.";"Fitzroy-Treasury Gardens";"Herbivory";404,689893212715
"Cynodon dactylon21";"Princes Park";"Viburnum sp.";"State Library of Victoria";"Herbivory";53,9893873126238
"Cynodon dactylon21";"Princes Park";"Westringia fruticosa";"State Library of Victoria";"Herbivory";42,7762068707712
"Cynodon dactylon21";"Princes Park";"Westringia fruticosa";"Westgate Park";"Herbivory";41,622814848043
"Cynodon dactylon22";"Princes Park";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Herbivory";76,0973421554334
"Cynodon dactylon22";"Princes Park";"Acacia acinacea";"Royal Park";"Herbivory";90,9
"Cynodon dactylon22";"Princes Park";"Acacia acinacea";"Westgate Park";"Herbivory";8,91917461029494
"Cynodon dactylon22";"Princes Park";"Acacia cognata";"Fitzroy-Treasury Gardens";"Herbivory";50,7315614369556
"Cynodon dactylon22";"Princes Park";"Acacia implexa";"Royal Park";"Herbivory";77,25
"Cynodon dactylon22";"Princes Park";"Acacia mearnsii";"Royal Park";"Herbivory";127
"Cynodon dactylon22";"Princes Park";"Acacia mearnsii";"Westgate Park";"Herbivory";8,91917461029494
"Cynodon dactylon22";"Princes Park";"Acacia melanoxylon";"Westgate Park";"Herbivory";8,91917461029494
"Cynodon dactylon22";"Princes Park";"Acacia verniciflua";"Royal Park";"Herbivory";154,5
"Cynodon dactylon22";"Princes Park";"Acanthus mollis";"Carlton Gardens South";"Herbivory";40,6575440170461
"Cynodon dactylon22";"Princes Park";"Acanthus mollis";"Fitzroy-Treasury Gardens";"Herbivory";21,7420977586953
"Cynodon dactylon22";"Princes Park";"Agapanthus praecox";"Carlton Gardens South";"Herbivory";30,4931580127846
"Cynodon dactylon22";"Princes Park";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Herbivory";76,0973421554334
"Cynodon dactylon22";"Princes Park";"Allocasuarina verticillata";"Royal Park";"Herbivory";77,25
"Cynodon dactylon22";"Princes Park";"Aloysia citrodora";"Carlton Gardens South";"Herbivory";40,6575440170461
"Cynodon dactylon22";"Princes Park";"Angophora costata";"Garrard Street Reserve";"Herbivory";2,32706067062914
"Cynodon dactylon22";"Princes Park";"Argyranthemum sp.";"Carlton Gardens South";"Herbivory";60,9863160255691
"Cynodon dactylon22";"Princes Park";"Argyranthemum sp.";"Fitzroy-Treasury Gardens";"Herbivory";50,7315614369556
"Cynodon dactylon22";"Princes Park";"Artemisia arborescens";"Fitzroy-Treasury Gardens";"Herbivory";152,194684310867
"Cynodon dactylon22";"Princes Park";"Artemisia arborescens";"State Library of Victoria";"Herbivory";20,2905169900191
"Cynodon dactylon22";"Princes Park";"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Herbivory";50,7315614369556
"Cynodon dactylon22";"Princes Park";"Aucuba japonica";"Carlton Gardens South";"Herbivory";40,6575440170461
"Cynodon dactylon22";"Princes Park";"Aucuba japonica";"Fitzroy-Treasury Gardens";"Herbivory";50,7315614369556
"Cynodon dactylon22";"Princes Park";"Avena barbata";"Royal Park";"Herbivory";154,5
"Cynodon dactylon22";"Princes Park";"Bursaria spinosa";"Royal Park";"Herbivory";34,3333333333333
"Cynodon dactylon22";"Princes Park";"Bursaria spinosa";"Westgate Park";"Herbivory";3,56766984411798
"Cynodon dactylon22";"Princes Park";"Buxus sp.";"Argyle Square";"Herbivory";24,9365481664237
"Cynodon dactylon22";"Princes Park";"Buxus sp.";"Princes Park";"Herbivory";42
"Cynodon dactylon22";"Princes Park";"Calodendrum capense ";"Royal Park";"Herbivory";309
"Cynodon dactylon22";"Princes Park";"Camellia sp.";"Fitzroy-Treasury Gardens";"Herbivory";76,0973421554334
"Cynodon dactylon22";"Princes Park";"Canna generalis";"Carlton Gardens South";"Herbivory";60,9863160255691
"Cynodon dactylon22";"Princes Park";"Canna generalis";"Fitzroy-Treasury Gardens";"Herbivory";152,194684310867
"Cynodon dactylon22";"Princes Park";"Canna indica";"Carlton Gardens South";"Herbivory";60,9863160255691
"Cynodon dactylon22";"Princes Park";"Cassinia arcuata";"Royal Park";"Herbivory";61,8
"Cynodon dactylon22";"Princes Park";"Celtis australis";"State Library of Victoria";"Herbivory";10,1452584950095
"Cynodon dactylon22";"Princes Park";"Cercis canadensis";"Fitzroy-Treasury Gardens";"Herbivory";152,194684310867
"Cynodon dactylon22";"Princes Park";"Chlorophytum comosum";"Fitzroy-Treasury Gardens";"Herbivory";152,194684310867
"Cynodon dactylon22";"Princes Park";"Cistus sp.";"Women's Peace Gardens";"Herbivory";15,8788606033419
"Cynodon dactylon22";"Princes Park";"Clivia miniata";"Fitzroy-Treasury Gardens";"Herbivory";54,5364285447273
"Cynodon dactylon22";"Princes Park";"Correa glabra";"Royal Park";"Herbivory";154,5
"Cynodon dactylon22";"Princes Park";"Correa glabra";"Westgate Park";"Herbivory";5,94611640686329
"Cynodon dactylon22";"Princes Park";"Correa reflexa";"Royal Park";"Herbivory";154,5
"Cynodon dactylon22";"Princes Park";"Corymbia maculata";"Royal Park";"Herbivory";113,25
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon01";"Argyle Square";"Herbivory";49,8730963328474
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon04";"Carlton Gardens South";"Herbivory";60,9863160255691
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon05";"Carlton Gardens South";"Herbivory";131,178113715375
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon06";"Carlton Gardens South";"Herbivory";9,20548166423685
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon07";"Fitzroy-Treasury Gardens";"Herbivory";152,194684310867
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon10";"Fitzroy-Treasury Gardens";"Herbivory";152,194684310867
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon11";"Fitzroy-Treasury Gardens";"Herbivory";79,9022092632051
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon12";"Gardiner Reserve";"Herbivory";6,90836379948413
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon13";"Garrard Street Reserve";"Herbivory";2,32706067062914
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon15";"Lincoln Square";"Herbivory";30,3778580239991
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon16";"Murchinson Square";"Herbivory";9,73190086351912
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon17";"Pleasance Gardens";"Herbivory";9,74758326791522
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon18";"Princes Park";"Herbivory";144
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon20";"Princes Park";"Herbivory";144
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon21";"Princes Park";"Herbivory";144
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon22";"Princes Park";"Herbivory";147
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon24";"Royal Park";"Herbivory";36
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon25";"Royal Park";"Herbivory";345
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon28";"Royal Park";"Herbivory";309
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon29";"Royal Park";"Herbivory";309
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon31";"Royal Park";"Herbivory";345
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon33";"State Library of Victoria";"Herbivory";4,27168778737243
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon34";"University Square";"Herbivory";15,6733699674778
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon35";"University Square";"Herbivory";3,91834249186946
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon36";"Westgate Park";"Herbivory";8,91917461029494
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon38";"Westgate Park";"Herbivory";17,8383492205899
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon40";"Women's Peace Gardens";"Herbivory";31,7577212066839
"Cynodon dactylon22";"Princes Park";"Cynodon dactylon41";"Women's Peace Gardens";"Herbivory";19,2217786250981
"Cynodon dactylon22";"Princes Park";"Dianella sp.";"Westgate Park";"Herbivory";17,8383492205899
"Cynodon dactylon22";"Princes Park";"Dichanthium sericeum";"Royal Park";"Herbivory";309
"Cynodon dactylon22";"Princes Park";"Dietes sp.";"State Library of Victoria";"Herbivory";13,5270113266794
"Cynodon dactylon22";"Princes Park";"Dietes sp.";"Women's Peace Gardens";"Herbivory";10,5859070688946
"Cynodon dactylon22";"Princes Park";"Dillwynia sp.";"Royal Park";"Herbivory";309
"Cynodon dactylon22";"Princes Park";"Duma florulenta";"Westgate Park";"Herbivory";17,8383492205899
"Cynodon dactylon22";"Princes Park";"Echium candicans";"Carlton Gardens South";"Herbivory";30,4931580127846
"Cynodon dactylon22";"Princes Park";"Echium candicans";"State Library of Victoria";"Herbivory";40,5810339800381
"Cynodon dactylon22";"Princes Park";"Enchylaena tomentosa";"Princes Park";"Herbivory";60
"Cynodon dactylon22";"Princes Park";"Erythrina herbacea";"Fitzroy-Treasury Gardens";"Herbivory";76,0973421554334
"Cynodon dactylon22";"Princes Park";"Eucalyptus camaldulensis";"Royal Park";"Herbivory";103
"Cynodon dactylon22";"Princes Park";"Eucalyptus sideroxylon";"Princes Park";"Herbivory";63
"Cynodon dactylon22";"Princes Park";"Eucalyptus tricarpa";"Westgate Park";"Herbivory";8,91917461029494
"Cynodon dactylon22";"Princes Park";"Euphorbia characias";"State Library of Victoria";"Herbivory";24,5622047773915
"Cynodon dactylon22";"Princes Park";"Ficus macrophylla";"Carlton Gardens South";"Herbivory";121,972632051138
"Cynodon dactylon22";"Princes Park";"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Herbivory";50,7315614369556
"Cynodon dactylon22";"Princes Park";"Ficus macrophylla";"Lincoln Square";"Herbivory";12,657440843333
"Cynodon dactylon22";"Princes Park";"Ficus macrophylla";"Princes Park";"Herbivory";42
"Cynodon dactylon22";"Princes Park";"Ficus macrophylla";"Royal Park";"Herbivory";154,5
"Cynodon dactylon22";"Princes Park";"Fraxinus angustifolia";"Princes Park";"Herbivory";126
"Cynodon dactylon22";"Princes Park";"Goodenia ovata";"Royal Park";"Herbivory";154,5
"Cynodon dactylon22";"Princes Park";"Goodenia ovata";"Westgate Park";"Herbivory";3,56766984411798
"Cynodon dactylon22";"Princes Park";"Hakea sp.";"Royal Park";"Herbivory";309
"Cynodon dactylon22";"Princes Park";"Hakea sp.";"Westgate Park";"Herbivory";5,94611640686329
"Cynodon dactylon22";"Princes Park";"Hedychium sp";"Fitzroy-Treasury Gardens";"Herbivory";152,194684310867
"Cynodon dactylon22";"Princes Park";"Helleborus sp.";"Fitzroy-Treasury Gardens";"Herbivory";38,0486710777167
"Cynodon dactylon22";"Princes Park";"Hydrangea sp.";"Fitzroy-Treasury Gardens";"Herbivory";30,4389368621734
"Cynodon dactylon22";"Princes Park";"Iris albicans";"Carlton Gardens South";"Herbivory";60,9863160255691
"Cynodon dactylon22";"Princes Park";"Kniphofia sp.";"Carlton Gardens South";"Herbivory";60,9863160255691
"Cynodon dactylon22";"Princes Park";"Kunzea leptospermoides";"Royal Park";"Herbivory";154,5
"Cynodon dactylon22";"Princes Park";"Kunzea leptospermoides";"Westgate Park";"Herbivory";8,91917461029494
"Cynodon dactylon22";"Princes Park";"Lavandula sp.";"Argyle Square";"Herbivory";24,9365481664237
"Cynodon dactylon22";"Princes Park";"Lavandula sp.";"Carlton Gardens South";"Herbivory";40,6575440170461
"Cynodon dactylon22";"Princes Park";"Lavandula sp.";"Women's Peace Gardens";"Herbivory";31,7577212066839
"Cynodon dactylon22";"Princes Park";"Lomandra longifolia";"Princes Park";"Herbivory";42
"Cynodon dactylon22";"Princes Park";"Lomandra longifolia";"Royal Park";"Herbivory";154,5
"Cynodon dactylon22";"Princes Park";"Lomandra longifolia";"Westgate Park";"Herbivory";8,91917461029494
"Cynodon dactylon22";"Princes Park";"Lophostemon confertus";"Princes Park";"Herbivory";42
"Cynodon dactylon22";"Princes Park";"Melaleuca armillaris";"Royal Park";"Herbivory";139
"Cynodon dactylon22";"Princes Park";"Melaleuca lanceolata";"Westgate Park";"Herbivory";8,91917461029494
"Cynodon dactylon22";"Princes Park";"Melaleuca nesophila";"Westgate Park";"Herbivory";4,45958730514747
"Cynodon dactylon22";"Princes Park";"Melaleuca styphelioides";"Princes Park";"Herbivory";81
"Cynodon dactylon22";"Princes Park";"Melaleuca viminalis";"Royal Park";"Herbivory";85,8
"Cynodon dactylon22";"Princes Park";"Melaleuca viminalis";"Women's Peace Gardens";"Herbivory";15,8788606033419
"Cynodon dactylon22";"Princes Park";"Mentha pulegium";"Argyle Square";"Herbivory";16,6243654442825
"Cynodon dactylon22";"Princes Park";"Miscanthus sinensis";"Lincoln Square";"Herbivory";8,43829389555531
"Cynodon dactylon22";"Princes Park";"Nandina domestica";"Fitzroy-Treasury Gardens";"Herbivory";16,9105204789852
"Cynodon dactylon22";"Princes Park";"Nerium oleander";"Fitzroy-Treasury Gardens";"Herbivory";76,0973421554334
"Cynodon dactylon22";"Princes Park";"Nerium oleander";"Princes Park";"Herbivory";31,5
"Cynodon dactylon22";"Princes Park";"Olea europaea";"Women's Peace Gardens";"Herbivory";31,7577212066839
"Cynodon dactylon22";"Princes Park";"Ozothamnus ferrugineus";"Royal Park";"Herbivory";77,25
"Cynodon dactylon22";"Princes Park";"Pittosporum sp.";"Fitzroy-Treasury Gardens";"Herbivory";50,7315614369556
"Cynodon dactylon22";"Princes Park";"Platanus acerifolia";"Carlton Gardens South";"Herbivory";60,9863160255691
"Cynodon dactylon22";"Princes Park";"Platanus acerifolia";"Fitzroy-Treasury Gardens";"Herbivory";76,0973421554334
"Cynodon dactylon22";"Princes Park";"Platanus acerifolia";"Gardiner Reserve";"Herbivory";3,45418189974207
"Cynodon dactylon22";"Princes Park";"Plectranthus argentatus";"Argyle Square";"Herbivory";49,8730963328474
"Cynodon dactylon22";"Princes Park";"Plectranthus argentatus";"Carlton Gardens South";"Herbivory";121,972632051138
"Cynodon dactylon22";"Princes Park";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Herbivory";50,7315614369556
"Cynodon dactylon22";"Princes Park";"Poa labillardierei";"Princes Park";"Herbivory";14
"Cynodon dactylon22";"Princes Park";"Poa labillardierei";"Royal Park";"Herbivory";127
"Cynodon dactylon22";"Princes Park";"Poa labillardierei";"Westgate Park";"Herbivory";2,54833560294141
"Cynodon dactylon22";"Princes Park";"Pyrus calleryana";"Argyle Square";"Herbivory";49,8730963328474
"Cynodon dactylon22";"Princes Park";"Quercus bicolor";"Fitzroy-Treasury Gardens";"Herbivory";76,0973421554334
"Cynodon dactylon22";"Princes Park";"Quercus robur";"Carlton Gardens South";"Herbivory";40,6575440170461
"Cynodon dactylon22";"Princes Park";"Rhagodia parabolica";"Princes Park";"Herbivory";42
"Cynodon dactylon22";"Princes Park";"Rhagodia parabolica";"Royal Park";"Herbivory";34,75
"Cynodon dactylon22";"Princes Park";"Rosmarinus officinalis";"Argyle Square";"Herbivory";12,4682740832118
"Cynodon dactylon22";"Princes Park";"Rosmarinus officinalis";"Women's Peace Gardens";"Herbivory";9,69446226309297
"Cynodon dactylon22";"Princes Park";"Rytidosperma sp.";"Royal Park";"Herbivory";109,8
"Cynodon dactylon22";"Princes Park";"Rytidosperma sp.";"Westgate Park";"Herbivory";4,45958730514747
"Cynodon dactylon22";"Princes Park";"Salvia leucantha";"Argyle Square";"Herbivory";16,6243654442825
"Cynodon dactylon22";"Princes Park";"Salvia leucantha";"Carlton Gardens South";"Herbivory";70,191797689806
"Cynodon dactylon22";"Princes Park";"Schinus molle";"Canning/Neil Street Reserve";"Herbivory";2,56612762139733
"Cynodon dactylon22";"Princes Park";"Schinus molle";"Pleasance Gardens";"Herbivory";5,68609023961721
"Cynodon dactylon22";"Princes Park";"Schinus molle";"Women's Peace Gardens";"Herbivory";15,8788606033419
"Cynodon dactylon22";"Princes Park";"Stachys byzantina";"Carlton Gardens South";"Herbivory";29,5342536727599
"Cynodon dactylon22";"Princes Park";"Strelitzia reginae";"Carlton Gardens South";"Herbivory";40,6575440170461
"Cynodon dactylon22";"Princes Park";"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Herbivory";76,0973421554334
"Cynodon dactylon22";"Princes Park";"Tanacetum vulgare";"Carlton Gardens South";"Herbivory";60,9863160255691
"Cynodon dactylon22";"Princes Park";"Themeda triandra";"Royal Park";"Herbivory";109,8
"Cynodon dactylon22";"Princes Park";"Themeda triandra";"Westgate Park";"Herbivory";5,94611640686329
"Cynodon dactylon22";"Princes Park";"Tilia cordata";"Lincoln Square";"Herbivory";12,657440843333
"Cynodon dactylon22";"Princes Park";"Trachelospermum jasminoides";"Lincoln Square";"Herbivory";17,7204171806661
"Cynodon dactylon22";"Princes Park";"Trachelospermum jasminoides";"State Library of Victoria";"Herbivory";40,5810339800381
"Cynodon dactylon22";"Princes Park";"Ulmus procera";"Argyle Square";"Herbivory";16,6243654442825
